longitude_deg,latitude_deg,radius_m,Bx,By,Bz,Btot
-6.000000,-6.000000,1737400.000,2.338139100e-03,8.611399700e-03,2.623649300e-02,2.771239189e-02
-6.000000,-5.850000,1737400.000,2.417735500e-03,9.643067600e-03,2.724237900e-02,2.899967950e-02
-6.000000,-5.700000,1737400.000,2.499677000e-03,1.075905100e-02,2.826715100e-02,3.034859781e-02
-6.000000,-5.550000,1737400.000,2.583865100e-03,1.196447800e-02,2.930753100e-02,3.176092672e-02
-6.000000,-5.400000,1737400.000,2.670317700e-03,1.326438400e-02,3.035974300e-02,3.323835848e-02
-6.000000,-5.250000,1737400.000,2.758993500e-03,1.466443300e-02,3.141962700e-02,3.478290674e-02
-6.000000,-5.100000,1737400.000,2.849798400e-03,1.616939900e-02,3.248218800e-02,3.639592494e-02
-6.000000,-4.950000,1737400.000,2.942650300e-03,1.778414300e-02,3.354157900e-02,3.807850384e-02
-6.000000,-4.800000,1737400.000,3.037449700e-03,1.951371900e-02,3.459103800e-02,3.983153575e-02
-6.000000,-4.650000,1737400.000,3.134089500e-03,2.136243700e-02,3.562320400e-02,4.165559860e-02
-6.000000,-4.500000,1737400.000,3.232437400e-03,2.333402800e-02,3.662973300e-02,4.355069292e-02
-6.000000,-4.350000,1737400.000,3.332294100e-03,2.543196800e-02,3.760124000e-02,4.551639737e-02
-6.000000,-4.200000,1737400.000,3.433493900e-03,2.765879200e-02,3.852760000e-02,4.755179930e-02
-6.000000,-4.050000,1737400.000,3.535745200e-03,3.001587800e-02,3.939732900e-02,4.965484829e-02
-6.000000,-3.900000,1737400.000,3.638886100e-03,3.250395100e-02,4.019839700e-02,5.182334844e-02
-6.000000,-3.750000,1737400.000,3.742649500e-03,3.512200300e-02,4.091774700e-02,5.405390402e-02
-6.000000,-3.600000,1737400.000,3.846747600e-03,3.786763900e-02,4.154139400e-02,5.634219525e-02
-6.000000,-3.450000,1737400.000,3.950769100e-03,4.073694700e-02,4.205469400e-02,5.868308713e-02
-6.000000,-3.300000,1737400.000,4.054572400e-03,4.372381800e-02,4.244267900e-02,6.107039232e-02
-6.000000,-3.150000,1737400.000,4.157582300e-03,4.682024200e-02,4.268957700e-02,6.349661830e-02
-6.000000,-3.000000,1737400.000,4.259530500e-03,5.001577000e-02,4.277966900e-02,6.595317224e-02
-6.000000,-2.850000,1737400.000,4.359885100e-03,5.329760900e-02,4.269730300e-02,6.843028136e-02
-6.000000,-2.700000,1737400.000,4.458437700e-03,5.665032900e-02,4.242745400e-02,7.091703812e-02
-6.000000,-2.550000,1737400.000,4.554686100e-03,6.005631400e-02,4.195535200e-02,7.340134589e-02
-6.000000,-2.400000,1737400.000,4.648171800e-03,6.349472000e-02,4.126776800e-02,7.586971494e-02
-6.000000,-2.250000,1737400.000,4.738503100e-03,6.694307200e-02,4.035283600e-02,7.830823503e-02
-6.000000,-2.100000,1737400.000,4.825269300e-03,7.037542800e-02,3.920067800e-02,8.070116013e-02
-6.000000,-1.950000,1737400.000,4.907984300e-03,7.376418300e-02,3.780373900e-02,8.303231712e-02
-6.000000,-1.800000,1737400.000,4.986324300e-03,7.707981000e-02,3.615730300e-02,8.528488201e-02
-6.000000,-1.650000,1737400.000,5.059807600e-03,8.029156200e-02,3.425954300e-02,8.744171126e-02
-6.000000,-1.500000,1737400.000,5.128263000e-03,8.336734000e-02,3.211230800e-02,8.948526574e-02
-6.000000,-1.350000,1737400.000,5.191165000e-03,8.627499600e-02,2.972112400e-02,9.139840448e-02
-6.000000,-1.200000,1737400.000,5.248300300e-03,8.898253700e-02,2.709527300e-02,9.316431917e-02
-6.000000,-1.050000,1737400.000,5.299292000e-03,9.145806700e-02,2.424809000e-02,9.476618798e-02
-6.000000,-0.900000,1737400.000,5.344084500e-03,9.367214900e-02,2.119678800e-02,9.618905634e-02
-6.000000,-0.750000,1737400.000,5.382064300e-03,9.559699100e-02,1.796237600e-02,9.741867509e-02
-6.000000,-0.600000,1737400.000,5.413668200e-03,9.720802300e-02,1.456933200e-02,9.844273957e-02
-6.000000,-0.450000,1737400.000,5.438230000e-03,9.848400200e-02,1.104535100e-02,9.925055554e-02
-6.000000,-0.300000,1737400.000,5.455954500e-03,9.940830600e-02,7.420651600e-03,9.983408642e-02
-6.000000,-0.150000,1737400.000,5.466426700e-03,9.996794900e-02,3.727630700e-03,1.001866652e-01
-6.000000,0.000000,1737400.000,5.469928500e-03,1.001556000e-01,9.822660000e-08,1.003048570e-01
-6.000000,0.150000,1737400.000,5.466238100e-03,9.996797900e-02,-3.727435100e-03,1.001866775e-01
-6.000000,0.300000,1737400.000,5.455582900e-03,9.940822400e-02,-7.420457400e-03,9.983397003e-02
-6.000000,0.450000,1737400.000,5.437681000e-03,9.848422600e-02,-1.104516300e-02,9.925072680e-02
-6.000000,0.600000,1737400.000,5.412940900e-03,9.720805300e-02,-1.456914100e-02,9.844270093e-02
-6.000000,0.750000,1737400.000,5.381175800e-03,9.559689500e-02,-1.796222900e-02,9.741850470e-02
-6.000000,0.900000,1737400.000,5.343025100e-03,9.367209700e-02,-2.119663900e-02,9.618891401e-02
-6.000000,1.050000,1737400.000,5.298086900e-03,9.145808200e-02,-2.424790300e-02,9.476608722e-02
-6.000000,1.200000,1737400.000,5.246957300e-03,8.898250800e-02,-2.709509800e-02,9.316416493e-02
-6.000000,1.350000,1737400.000,5.189705200e-03,8.627533200e-02,-2.972096600e-02,9.139858736e-02
-6.000000,1.500000,1737400.000,5.126685800e-03,8.336763800e-02,-3.211221100e-02,8.948541819e-02
-6.000000,1.650000,1737400.000,5.058141400e-03,8.029180000e-02,-3.425942700e-02,8.744178795e-02
-6.000000,1.800000,1737400.000,4.984568300e-03,7.708007800e-02,-3.615711300e-02,8.528494103e-02
-6.000000,1.950000,1737400.000,4.906170100e-03,7.376442100e-02,-3.780367200e-02,8.303239083e-02
-6.000000,2.100000,1737400.000,4.823395500e-03,7.037578500e-02,-3.920064900e-02,8.070134535e-02
-6.000000,2.250000,1737400.000,4.736575800e-03,6.694348900e-02,-4.035268700e-02,7.830839813e-02
-6.000000,2.400000,1737400.000,4.646219300e-03,6.349516700e-02,-4.126772300e-02,7.586994496e-02
-6.000000,2.550000,1737400.000,4.552722000e-03,6.005674600e-02,-4.195523300e-02,7.340150948e-02
-6.000000,2.700000,1737400.000,4.456453000e-03,5.665079900e-02,-4.242741300e-02,7.091726429e-02
-6.000000,2.850000,1737400.000,4.357904700e-03,5.329789200e-02,-4.269743000e-02,6.843045487e-02
-6.000000,3.000000,1737400.000,4.257553300e-03,5.001613100e-02,-4.277977700e-02,6.595338839e-02
-6.000000,3.150000,1737400.000,4.155627000e-03,4.682056600e-02,-4.268956200e-02,6.349671913e-02
-6.000000,3.300000,1737400.000,4.052639900e-03,4.372399300e-02,-4.244261200e-02,6.107034278e-02
-6.000000,3.450000,1737400.000,3.948875700e-03,4.073725600e-02,-4.205479800e-02,5.868324872e-02
-6.000000,3.600000,1737400.000,3.844899100e-03,3.786791900e-02,-4.154146500e-02,5.634230962e-02
-6.000000,3.750000,1737400.000,3.740837100e-03,3.512236800e-02,-4.091781800e-02,5.405406947e-02
-6.000000,3.900000,1737400.000,3.637107300e-03,3.250420800e-02,-4.019852000e-02,5.182348017e-02
-6.000000,4.050000,1737400.000,3.534018300e-03,3.001618800e-02,-3.939741500e-02,4.965498098e-02
-6.000000,4.200000,1737400.000,3.431814000e-03,2.765911400e-02,-3.852773800e-02,4.755197714e-02
-6.000000,4.350000,1737400.000,3.330663300e-03,2.543233000e-02,-3.760140400e-02,4.551661576e-02
-6.000000,4.500000,1737400.000,3.230856000e-03,2.333443400e-02,-3.662982200e-02,4.355086796e-02
-6.000000,4.650001,1737400.000,3.132564900e-03,2.136269600e-02,-3.562330100e-02,4.165569970e-02
-6.000000,4.800000,1737400.000,3.035971900e-03,1.951398900e-02,-3.459107100e-02,3.983158401e-02
-6.000000,4.950000,1737400.000,2.941230800e-03,1.778440200e-02,-3.354156800e-02,3.807850545e-02
-6.000000,5.100000,1737400.000,2.848429100e-03,1.616963600e-02,-3.248225900e-02,3.639598641e-02
