longitude_deg,latitude_deg,radius_m,Br,Btheta,Bphi,Btot
-6.000000,-6.000000,1737400.000,-1.325073500e-03,-2.624174000e-02,8.808627600e-03,2.771239178e-02
-6.000000,-5.850000,1737400.000,-1.387421700e-03,-2.724284400e-02,9.842964000e-03,2.899967980e-02
-6.000000,-5.700000,1737400.000,-1.452861100e-03,-2.826259600e-02,1.096139900e-02,3.034859809e-02
-6.000000,-5.550000,1737400.000,-1.521560900e-03,-2.929771700e-02,1.216902300e-02,3.176092709e-02
-6.000000,-5.400000,1737400.000,-1.593553100e-03,-3.034444600e-02,1.347084500e-02,3.323835856e-02
-6.000000,-5.250000,1737400.000,-1.668998300e-03,-3.139863000e-02,1.487249300e-02,3.478290628e-02
-6.000000,-5.100000,1737400.000,-1.747985900e-03,-3.245529000e-02,1.637870600e-02,3.639592441e-02
-6.000000,-4.950000,1737400.000,-1.830581600e-03,-3.350859900e-02,1.799431000e-02,3.807850349e-02
-6.000000,-4.800000,1737400.000,-1.916873000e-03,-3.455181600e-02,1.972432100e-02,3.983153562e-02
-6.000000,-4.650000,1737400.000,-2.006900100e-03,-3.557761000e-02,2.157301300e-02,4.165559832e-02
-6.000000,-4.500000,1737400.000,-2.100667100e-03,-3.657767300e-02,2.354408300e-02,4.355069240e-02
-6.000000,-4.350000,1737400.000,-2.198226800e-03,-3.754265500e-02,2.564096900e-02,4.551639745e-02
-6.000000,-4.200000,1737400.000,-2.299544100e-03,-3.846247700e-02,2.786617200e-02,4.755179894e-02
-6.000000,-4.050000,1737400.000,-2.404598300e-03,-3.932570400e-02,3.022103400e-02,4.965484855e-02
-6.000000,-3.900000,1737400.000,-2.513254400e-03,-4.012036500e-02,3.270625800e-02,5.182334848e-02
-6.000000,-3.750000,1737400.000,-2.625359800e-03,-4.083346800e-02,3.532081400e-02,5.405390388e-02
-6.000000,-3.600000,1737400.000,-2.740715500e-03,-4.145109700e-02,3.806229100e-02,5.634219520e-02
-6.000000,-3.450000,1737400.000,-2.859193300e-03,-4.195867700e-02,4.092675400e-02,5.868308747e-02
-6.000000,-3.300000,1737400.000,-2.980301900e-03,-4.234133100e-02,4.390811300e-02,6.107039297e-02
-6.000000,-3.150000,1737400.000,-3.103894100e-03,-4.258335700e-02,4.699834200e-02,6.349661883e-02
-6.000000,-3.000000,1737400.000,-3.229430800e-03,-4.266913000e-02,5.018702100e-02,6.595317244e-02
-6.000000,-2.850000,1737400.000,-3.356556900e-03,-4.258308000e-02,5.346137100e-02,6.843028106e-02
-6.000000,-2.700000,1737400.000,-3.484513300e-03,-4.231028100e-02,5.680602600e-02,7.091703816e-02
-6.000000,-2.550000,1737400.000,-3.612772500e-03,-4.183604200e-02,6.020341400e-02,7.340134599e-02
-6.000000,-2.400000,1737400.000,-3.740644800e-03,-4.114721900e-02,6.363275600e-02,7.586971524e-02
-6.000000,-2.250000,1737400.000,-3.867394700e-03,-4.023202000e-02,6.707165900e-02,7.830823466e-02
-6.000000,-2.100000,1737400.000,-3.992140000e-03,-3.908063800e-02,7.049428200e-02,8.070116011e-02
-6.000000,-1.950000,1737400.000,-4.114081400e-03,-3.768557100e-02,7.387311900e-02,8.303231683e-02
-6.000000,-1.800000,1737400.000,-4.232225000e-03,-3.604215000e-02,7.717877200e-02,8.528488232e-02
-6.000000,-1.650000,1737400.000,-4.345738400e-03,-3.414857100e-02,8.038061000e-02,8.744171091e-02
-6.000000,-1.500000,1737400.000,-4.453453900e-03,-3.200669800e-02,8.344669400e-02,8.948526531e-02
-6.000000,-1.350000,1737400.000,-4.554618000e-03,-2.962204000e-02,8.634499700e-02,9.139840428e-02
-6.000000,-1.200000,1737400.000,-4.648203700e-03,-2.700385100e-02,8.904367800e-02,9.316431913e-02
-6.000000,-1.050000,1737400.000,-4.733333500e-03,-2.416541000e-02,9.151097700e-02,9.476618805e-02
-6.000000,-0.900000,1737400.000,-4.808989100e-03,-2.112385800e-02,9.371761200e-02,9.618905630e-02
-6.000000,-0.750000,1737400.000,-4.874748500e-03,-1.790010100e-02,9.563588000e-02,9.741867548e-02
