longitude_deg,latitude_deg,radius_m,Br,Btheta,Bphi,Btot
-12.000000,-12.000000,1737400.000,-1.825329890e-03,-1.091484687e-02,1.393737509e-02,1.779652033e-02
-12.000000,-11.600000,1737400.000,-1.892384580e-03,-1.115282508e-02,1.549531518e-02,1.918518749e-02
-12.000000,-11.200000,1737400.000,-1.958986520e-03,-1.129026738e-02,1.721582564e-02,2.068072576e-02
-12.000000,-10.800000,1737400.000,-2.024239249e-03,-1.129128924e-02,1.910380554e-02,2.228331536e-02
-12.000000,-10.400000,1737400.000,-2.086976199e-03,-1.111199731e-02,2.115790297e-02,2.398934789e-02
-12.000000,-10.000000,1737400.000,-2.145757960e-03,-1.069989808e-02,2.336724136e-02,2.578992177e-02
-12.000000,-9.600000,1737400.000,-2.198806742e-03,-9.994053260e-03,2.570732227e-02,2.766915738e-02
-12.000000,-9.200000,1737400.000,-2.244064581e-03,-8.926270120e-03,2.813492065e-02,2.960216013e-02
-12.000000,-8.800000,1737400.000,-2.279086170e-03,-7.424317460e-03,3.058270059e-02,3.155338807e-02
-12.000000,-8.400000,1737400.000,-2.301163980e-03,-5.417702590e-03,3.295306659e-02,3.347463898e-02
-12.000000,-8.000000,1737400.000,-2.307367290e-03,-2.846797230e-03,3.511364655e-02,3.530433928e-02
-12.000000,-7.600000,1737400.000,-2.294864380e-03,3.242874900e-04,3.689588401e-02,3.696860589e-02
-12.000000,-7.200000,1737400.000,-2.261057900e-03,4.091022790e-03,3.809840914e-02,3.838408041e-02
-12.000000,-6.800000,1737400.000,-2.204220970e-03,8.390791290e-03,3.849926579e-02,3.946463524e-02
-12.000000,-6.400000,1737400.000,-2.124001280e-03,1.308653153e-02,3.787846222e-02,4.013161583e-02
-12.000000,-6.000000,1737400.000,-2.022080850e-03,1.795850357e-02,3.605070552e-02,4.032679047e-02
-12.000000,-5.600000,1737400.000,-1.902682330e-03,2.270964577e-02,3.290532795e-02,4.002635155e-02
-12.000000,-5.200000,1737400.000,-1.772862270e-03,2.698950250e-02,2.844539214e-02,3.925196326e-02
-12.000000,-4.800000,1737400.000,-1.642452650e-03,3.043727918e-02,2.281493271e-02,3.807422710e-02
-12.000000,-4.400000,1737400.000,-1.523266330e-03,3.273740800e-02,1.630244632e-02,3.660366073e-02
-12.000000,-4.000000,1737400.000,-1.427747940e-03,3.367543669e-02,9.315536380e-03,3.496931110e-02
-12.000000,-3.600000,1737400.000,-1.367465030e-03,3.317910389e-02,2.328062450e-03,3.328877844e-02
-12.000000,-3.200000,1737400.000,-1.351491250e-03,3.133277164e-02,-4.189197130e-03,3.164045638e-02
-12.000000,-2.800000,1737400.000,-1.384970750e-03,2.836048436e-02,-9.836989260e-03,3.004998461e-02
-12.000000,-2.400000,1737400.000,-1.468728650e-03,2.458271721e-02,-1.433806370e-02,2.849644223e-02
