longitude_deg,latitude_deg,radius_m,Br,Btheta,Bphi,Btot
-6.000000,-6.000000,1737400.000,-1.780867400e-02,-4.917663900e-04,4.944602500e-04,1.782232293e-02
-6.000000,-5.850000,1737400.000,-1.849396300e-02,-4.868809000e-04,5.021366100e-04,1.850718405e-02
-6.000000,-5.700000,1737400.000,-1.920546200e-02,-4.811920100e-04,5.093817200e-04,1.921824097e-02
-6.000000,-5.550000,1737400.000,-1.994360900e-02,-4.746191200e-04,5.160850000e-04,1.995593012e-02
-6.000000,-5.400000,1737400.000,-2.070885600e-02,-4.671684900e-04,5.221933200e-04,2.072070581e-02
-6.000000,-5.250000,1737400.000,-2.150146900e-02,-4.588274300e-04,5.276441700e-04,2.151283571e-02
-6.000000,-5.100000,1737400.000,-2.232156000e-02,-4.495307200e-04,5.323091900e-04,2.233243094e-02
-6.000000,-4.950000,1737400.000,-2.316923400e-02,-4.393143900e-04,5.361605500e-04,2.317960029e-02
-6.000000,-4.800000,1737400.000,-2.404428900e-02,-4.281089700e-04,5.390338700e-04,2.405414036e-02
-6.000000,-4.650000,1737400.000,-2.494648900e-02,-4.159696600e-04,5.409124000e-04,2.495581957e-02
-6.000000,-4.500000,1737400.000,-2.587523400e-02,-4.029199400e-04,5.417187000e-04,2.588404022e-02
-6.000000,-4.350000,1737400.000,-2.682988600e-02,-3.889210800e-04,5.412888700e-04,2.683816380e-02
-6.000000,-4.200000,1737400.000,-2.780931500e-02,-3.740344800e-04,5.395544300e-04,2.781706350e-02
-6.000000,-4.050000,1737400.000,-2.881239400e-02,-3.582540700e-04,5.364371500e-04,2.881961413e-02
-6.000000,-3.900000,1737400.000,-2.983743300e-02,-3.416919100e-04,5.318782900e-04,2.984412934e-02
-6.000000,-3.750000,1737400.000,-3.088255000e-02,-3.244115800e-04,5.258204600e-04,3.088872973e-02
-6.000000,-3.600000,1737400.000,-3.194553400e-02,-3.065085200e-04,5.182241800e-04,3.195120727e-02
-6.000000,-3.450000,1737400.000,-3.302374200e-02,-2.880053100e-04,5.089474500e-04,3.302891930e-02
-6.000000,-3.300000,1737400.000,-3.411410000e-02,-2.691386000e-04,4.981625600e-04,3.411879864e-02
-6.000000,-3.150000,1737400.000,-3.521325800e-02,-2.499357500e-04,4.856977400e-04,3.521749436e-02
-6.000000,-3.000000,1737400.000,-3.631732000e-02,-2.305347900e-04,4.715970700e-04,3.632111345e-02
-6.000000,-2.850000,1737400.000,-3.742202100e-02,-2.111024900e-04,4.558864000e-04,3.742539315e-02
-6.000000,-2.700000,1737400.000,-3.852280600e-02,-1.918272800e-04,4.387668000e-04,3.852578223e-02
-6.000000,-2.550000,1737400.000,-3.961443000e-02,-1.728692700e-04,4.203030800e-04,3.961703677e-02
